,council_name,number,person_name
10549,平成17年 第5回定例会（第2日12月6日）,7,岡田みどり
10550,平成17年 第5回定例会（第2日12月6日）,8,野々上愛
10551,平成17年 第5回定例会（第2日12月6日）,9,松川泰樹
10552,平成17年 第5回定例会（第2日12月6日）,10,森田充二
10553,平成17年 第5回定例会（第2日12月6日）,11,三本登
10554,平成17年 第5回定例会（第2日12月6日）,12,林啓二
10555,平成17年 第5回定例会（第2日12月6日）,13,藤田頼夫
10556,平成17年 第5回定例会（第2日12月6日）,14,久保隆
10557,平成17年 第5回定例会（第2日12月6日）,15,中浜実
10558,平成17年 第5回定例会（第2日12月6日）,16,勝原和久
10559,平成17年 第5回定例会（第2日12月6日）,17,橋本恵美子
10560,平成17年 第5回定例会（第2日12月6日）,18,中村玲子
10561,平成17年 第5回定例会（第2日12月6日）,19,二木洋子
10562,平成17年 第5回定例会（第2日12月6日）,20,小西弘泰
10563,平成17年 第5回定例会（第2日12月6日）,21,角芳春
10564,平成17年 第5回定例会（第2日12月6日）,22,岩為俊
10565,平成17年 第5回定例会（第2日12月6日）,23,稲垣芳広
10566,平成17年 第5回定例会（第2日12月6日）,24,川口雅夫
10567,平成17年 第5回定例会（第2日12月6日）,25,岡本茂
10568,平成17年 第5回定例会（第2日12月6日）,26,福井浩二
10569,平成17年 第5回定例会（第2日12月6日）,27,池下節夫
10570,平成17年 第5回定例会（第2日12月6日）,28,根来勝利
10571,平成17年 第5回定例会（第2日12月6日）,29,大川肇
10572,平成17年 第5回定例会（第2日12月6日）,30,岡本嗣郎
10573,平成17年 第5回定例会（第2日12月6日）,31,小野貞雄
10574,平成17年 第5回定例会（第2日12月6日）,32,源久忠仁
10575,平成17年 第5回定例会（第2日12月6日）,33,新家末吉
10576,平成17年 第5回定例会（第2日12月6日）,34,久保隆夫
10577,平成17年 第5回定例会（第2日12月6日）,35,段野啓三
10578,平成17年 第5回定例会（第2日12月6日）,36,須磨章
10579,平成17年 第5回定例会（第3日12月19日）,1,吉田稔弘
10580,平成17年 第5回定例会（第3日12月19日）,2,灰垣和美
10581,平成17年 第5回定例会（第3日12月19日）,3,奥田美智子
10582,平成17年 第5回定例会（第3日12月19日）,4,橋本紀子
10583,平成17年 第5回定例会（第3日12月19日）,5,杉本久
10584,平成17年 第5回定例会（第3日12月19日）,6,山口重雄
10585,平成17年 第5回定例会（第3日12月19日）,7,岡田みどり
10586,平成17年 第5回定例会（第3日12月19日）,8,野々上愛
10587,平成17年 第5回定例会（第3日12月19日）,9,松川泰樹
10588,平成17年 第5回定例会（第3日12月19日）,10,森田充二
10589,平成17年 第5回定例会（第3日12月19日）,11,三本登
10590,平成17年 第5回定例会（第3日12月19日）,12,林啓二
10591,平成17年 第5回定例会（第3日12月19日）,13,藤田頼夫
10592,平成17年 第5回定例会（第3日12月19日）,14,久保隆
10593,平成17年 第5回定例会（第3日12月19日）,15,中浜実
10594,平成17年 第5回定例会（第3日12月19日）,16,勝原和久
10595,平成17年 第5回定例会（第3日12月19日）,17,橋本恵美子
10596,平成17年 第5回定例会（第3日12月19日）,18,中村玲子
10597,平成17年 第5回定例会（第3日12月19日）,19,二木洋子
10598,平成17年 第5回定例会（第3日12月19日）,20,小西弘泰
10599,平成17年 第5回定例会（第3日12月19日）,21,角芳春
10600,平成17年 第5回定例会（第3日12月19日）,22,岩為俊
10601,平成17年 第5回定例会（第3日12月19日）,23,稲垣芳広
10602,平成17年 第5回定例会（第3日12月19日）,24,川口雅夫
10603,平成17年 第5回定例会（第3日12月19日）,25,岡本茂
10604,平成17年 第5回定例会（第3日12月19日）,26,福井浩二
10605,平成17年 第5回定例会（第3日12月19日）,27,池下節夫
10606,平成17年 第5回定例会（第3日12月19日）,28,根来勝利
10607,平成17年 第5回定例会（第3日12月19日）,29,大川肇
10608,平成17年 第5回定例会（第3日12月19日）,30,岡本嗣郎
10609,平成17年 第5回定例会（第3日12月19日）,31,小野貞雄
10610,平成17年 第5回定例会（第3日12月19日）,32,源久忠仁
10611,平成17年 第5回定例会（第3日12月19日）,33,新家末吉
10612,平成17年 第5回定例会（第3日12月19日）,34,久保隆夫
10613,平成17年 第5回定例会（第3日12月19日）,35,段野啓三
10614,平成17年 第5回定例会（第3日12月19日）,36,須磨章
10615,平成17年 第5回定例会（第4日12月20日）,1,吉田稔弘
10616,平成17年 第5回定例会（第4日12月20日）,2,灰垣和美
10617,平成17年 第5回定例会（第4日12月20日）,3,奥田美智子
10618,平成17年 第5回定例会（第4日12月20日）,4,橋本紀子
10619,平成17年 第5回定例会（第4日12月20日）,5,杉本久
10620,平成17年 第5回定例会（第4日12月20日）,6,山口重雄
10621,平成17年 第5回定例会（第4日12月20日）,7,岡田みどり
10622,平成17年 第5回定例会（第4日12月20日）,8,野々上愛
10623,平成17年 第5回定例会（第4日12月20日）,9,松川泰樹
10624,平成17年 第5回定例会（第4日12月20日）,10,森田充二
10625,平成17年 第5回定例会（第4日12月20日）,11,三本登
10626,平成17年 第5回定例会（第4日12月20日）,12,林啓二
10627,平成17年 第5回定例会（第4日12月20日）,13,藤田頼夫
10628,平成17年 第5回定例会（第4日12月20日）,14,久保隆
10629,平成17年 第5回定例会（第4日12月20日）,15,中浜実
10630,平成17年 第5回定例会（第4日12月20日）,16,勝原和久
10631,平成17年 第5回定例会（第4日12月20日）,17,橋本恵美子
10632,平成17年 第5回定例会（第4日12月20日）,18,中村玲子
10633,平成17年 第5回定例会（第4日12月20日）,19,二木洋子
10634,平成17年 第5回定例会（第4日12月20日）,20,小西弘泰
10635,平成17年 第5回定例会（第4日12月20日）,21,角芳春
10636,平成17年 第5回定例会（第4日12月20日）,22,岩為俊
10637,平成17年 第5回定例会（第4日12月20日）,23,稲垣芳広
10638,平成17年 第5回定例会（第4日12月20日）,24,川口雅夫
10639,平成17年 第5回定例会（第4日12月20日）,25,岡本茂
10640,平成17年 第5回定例会（第4日12月20日）,26,福井浩二
10641,平成17年 第5回定例会（第4日12月20日）,27,池下節夫
10642,平成17年 第5回定例会（第4日12月20日）,28,根来勝利
10643,平成17年 第5回定例会（第4日12月20日）,29,大川肇
10644,平成17年 第5回定例会（第4日12月20日）,30,岡本嗣郎
10645,平成17年 第5回定例会（第4日12月20日）,31,小野貞雄
10646,平成17年 第5回定例会（第4日12月20日）,32,源久忠仁
10647,平成17年 第5回定例会（第4日12月20日）,33,新家末吉
10648,平成17年 第5回定例会（第4日12月20日）,34,久保隆夫
10649,平成17年 第5回定例会（第4日12月20日）,35,段野啓三
10650,平成17年 第5回定例会（第4日12月20日）,36,須磨章
10651,平成17年 第5回定例会（第5日12月21日）,1,吉田稔弘
10652,平成17年 第5回定例会（第5日12月21日）,2,灰垣和美
10653,平成17年 第5回定例会（第5日12月21日）,3,奥田美智子
10654,平成17年 第5回定例会（第5日12月21日）,4,橋本紀子
10655,平成17年 第5回定例会（第5日12月21日）,5,杉本久
10656,平成17年 第5回定例会（第5日12月21日）,6,山口重雄
10657,平成17年 第5回定例会（第5日12月21日）,7,岡田みどり
10658,平成17年 第5回定例会（第5日12月21日）,8,野々上愛
10659,平成17年 第5回定例会（第5日12月21日）,9,松川泰樹
10660,平成17年 第5回定例会（第5日12月21日）,10,森田充二
10661,平成17年 第5回定例会（第5日12月21日）,11,三本登
10662,平成17年 第5回定例会（第5日12月21日）,12,林啓二
10663,平成17年 第5回定例会（第5日12月21日）,13,藤田頼夫
10664,平成17年 第5回定例会（第5日12月21日）,14,久保隆
10665,平成17年 第5回定例会（第5日12月21日）,15,中浜実
10666,平成17年 第5回定例会（第5日12月21日）,16,勝原和久
10667,平成17年 第5回定例会（第5日12月21日）,17,橋本恵美子
10668,平成17年 第5回定例会（第5日12月21日）,18,中村玲子
10669,平成17年 第5回定例会（第5日12月21日）,19,二木洋子
10670,平成17年 第5回定例会（第5日12月21日）,20,小西弘泰
10671,平成17年 第5回定例会（第5日12月21日）,21,角芳春
10672,平成17年 第5回定例会（第5日12月21日）,22,岩為俊
10673,平成17年 第5回定例会（第5日12月21日）,23,稲垣芳広
10674,平成17年 第5回定例会（第5日12月21日）,24,川口雅夫
10675,平成17年 第5回定例会（第5日12月21日）,25,岡本茂
10676,平成17年 第5回定例会（第5日12月21日）,26,福井浩二
10677,平成17年 第5回定例会（第5日12月21日）,27,池下節夫
10678,平成17年 第5回定例会（第5日12月21日）,28,根来勝利
10679,平成17年 第5回定例会（第5日12月21日）,29,大川肇
10680,平成17年 第5回定例会（第5日12月21日）,30,岡本嗣郎
10681,平成17年 第5回定例会（第5日12月21日）,31,小野貞雄
10682,平成17年 第5回定例会（第5日12月21日）,32,源久忠仁
10683,平成17年 第5回定例会（第5日12月21日）,33,新家末吉
10684,平成17年 第5回定例会（第5日12月21日）,34,久保隆夫
10685,平成17年 第5回定例会（第5日12月21日）,35,段野啓三
10686,平成17年 第5回定例会（第5日12月21日）,36,須磨章
10687,平成17年 第5回定例会（第6日12月26日）,1,吉田稔弘
10688,平成17年 第5回定例会（第6日12月26日）,2,灰垣和美
10689,平成17年 第5回定例会（第6日12月26日）,3,奥田美智子
10690,平成17年 第5回定例会（第6日12月26日）,4,橋本紀子
10691,平成17年 第5回定例会（第6日12月26日）,5,杉本久
10692,平成17年 第5回定例会（第6日12月26日）,6,山口重雄
10693,平成17年 第5回定例会（第6日12月26日）,7,岡田みどり
10694,平成17年 第5回定例会（第6日12月26日）,8,野々上愛
10695,平成17年 第5回定例会（第6日12月26日）,9,松川泰樹
10696,平成17年 第5回定例会（第6日12月26日）,10,森田充二
10697,平成17年 第5回定例会（第6日12月26日）,11,三本登
10698,平成17年 第5回定例会（第6日12月26日）,12,林啓二
10699,平成17年 第5回定例会（第6日12月26日）,13,藤田頼夫
10700,平成17年 第5回定例会（第6日12月26日）,14,久保隆
10701,平成17年 第5回定例会（第6日12月26日）,15,中浜実
10702,平成17年 第5回定例会（第6日12月26日）,16,勝原和久
10703,平成17年 第5回定例会（第6日12月26日）,17,橋本恵美子
10704,平成17年 第5回定例会（第6日12月26日）,18,中村玲子
10705,平成17年 第5回定例会（第6日12月26日）,19,二木洋子
10706,平成17年 第5回定例会（第6日12月26日）,20,小西弘泰
10707,平成17年 第5回定例会（第6日12月26日）,21,角芳春
10708,平成17年 第5回定例会（第6日12月26日）,22,岩為俊
10709,平成17年 第5回定例会（第6日12月26日）,23,稲垣芳広
10710,平成17年 第5回定例会（第6日12月26日）,24,川口雅夫
10711,平成17年 第5回定例会（第6日12月26日）,25,岡本茂
10712,平成17年 第5回定例会（第6日12月26日）,26,福井浩二
10713,平成17年 第5回定例会（第6日12月26日）,27,池下節夫
10714,平成17年 第5回定例会（第6日12月26日）,28,根来勝利
10715,平成17年 第5回定例会（第6日12月26日）,29,大川肇
10716,平成17年 第5回定例会（第6日12月26日）,30,岡本嗣郎
10717,平成17年 第5回定例会（第6日12月26日）,31,小野貞雄
10718,平成17年 第5回定例会（第6日12月26日）,32,源久忠仁
10719,平成17年 第5回定例会（第6日12月26日）,33,新家末吉
10720,平成17年 第5回定例会（第6日12月26日）,34,久保隆夫
10721,平成17年 第5回定例会（第6日12月26日）,35,段野啓三
10722,平成17年 第5回定例会（第6日12月26日）,36,須磨章
10723,平成16年 第1回定例会（第1日3月1日）,1,吉田稔弘
10724,平成16年 第1回定例会（第1日3月1日）,2,灰垣和美
10725,平成16年 第1回定例会（第1日3月1日）,3,奥田美智子
10726,平成16年 第1回定例会（第1日3月1日）,4,橋本紀子
10727,平成16年 第1回定例会（第1日3月1日）,5,杉本久
10728,平成16年 第1回定例会（第1日3月1日）,6,山口重雄
10729,平成16年 第1回定例会（第1日3月1日）,7,岡田みどり
10730,平成16年 第1回定例会（第1日3月1日）,8,野々上愛
10731,平成16年 第1回定例会（第1日3月1日）,9,松川泰樹
10732,平成16年 第1回定例会（第1日3月1日）,10,森田充二
10733,平成16年 第1回定例会（第1日3月1日）,11,三本登
10734,平成16年 第1回定例会（第1日3月1日）,12,林啓二
10735,平成16年 第1回定例会（第1日3月1日）,13,藤田頼夫
10736,平成16年 第1回定例会（第1日3月1日）,14,久保隆
10737,平成16年 第1回定例会（第1日3月1日）,15,中浜実
10738,平成16年 第1回定例会（第1日3月1日）,16,勝原和久
10739,平成16年 第1回定例会（第1日3月1日）,17,橋本恵美子
10740,平成16年 第1回定例会（第1日3月1日）,18,中村玲子
10741,平成16年 第1回定例会（第1日3月1日）,19,二木洋子
10742,平成16年 第1回定例会（第1日3月1日）,20,小西弘泰
10743,平成16年 第1回定例会（第1日3月1日）,21,角芳春
10744,平成16年 第1回定例会（第1日3月1日）,22,岩為俊
10745,平成16年 第1回定例会（第1日3月1日）,23,稲垣芳広
10746,平成16年 第1回定例会（第1日3月1日）,24,川口雅夫
10747,平成16年 第1回定例会（第1日3月1日）,25,岡本茂
10748,平成16年 第1回定例会（第1日3月1日）,26,福井浩二
10749,平成16年 第1回定例会（第1日3月1日）,27,池下節夫
10750,平成16年 第1回定例会（第1日3月1日）,28,根来勝利
10751,平成16年 第1回定例会（第1日3月1日）,29,大川肇
10752,平成16年 第1回定例会（第1日3月1日）,30,岡本嗣郎
10753,平成16年 第1回定例会（第1日3月1日）,32,源久忠仁
10754,平成16年 第1回定例会（第1日3月1日）,33,新家末吉
10755,平成16年 第1回定例会（第1日3月1日）,34,久保隆夫
10756,平成16年 第1回定例会（第1日3月1日）,35,段野啓三
10757,平成16年 第1回定例会（第1日3月1日）,36,須磨章
10758,平成16年 第1回定例会（第2日3月8日）,1,吉田稔弘
10759,平成16年 第1回定例会（第2日3月8日）,2,灰垣和美
10760,平成16年 第1回定例会（第2日3月8日）,3,奥田美智子
10761,平成16年 第1回定例会（第2日3月8日）,4,橋本紀子
10762,平成16年 第1回定例会（第2日3月8日）,5,杉本久
10763,平成16年 第1回定例会（第2日3月8日）,6,山口重雄
10764,平成16年 第1回定例会（第2日3月8日）,7,岡田みどり
10765,平成16年 第1回定例会（第2日3月8日）,8,野々上愛
10766,平成16年 第1回定例会（第2日3月8日）,9,松川泰樹
10767,平成16年 第1回定例会（第2日3月8日）,10,森田充二
10768,平成16年 第1回定例会（第2日3月8日）,11,三本登
10769,平成16年 第1回定例会（第2日3月8日）,12,林啓二
10770,平成16年 第1回定例会（第2日3月8日）,13,藤田頼夫
10771,平成16年 第1回定例会（第2日3月8日）,14,久保隆
10772,平成16年 第1回定例会（第2日3月8日）,15,中浜実
10773,平成16年 第1回定例会（第2日3月8日）,16,勝原和久
10774,平成16年 第1回定例会（第2日3月8日）,17,橋本恵美子
10775,平成16年 第1回定例会（第2日3月8日）,18,中村玲子
10776,平成16年 第1回定例会（第2日3月8日）,19,二木洋子
10777,平成16年 第1回定例会（第2日3月8日）,20,小西弘泰
10778,平成16年 第1回定例会（第2日3月8日）,21,角芳春
10779,平成16年 第1回定例会（第2日3月8日）,22,岩為俊
10780,平成16年 第1回定例会（第2日3月8日）,23,稲垣芳広
10781,平成16年 第1回定例会（第2日3月8日）,24,川口雅夫
10782,平成16年 第1回定例会（第2日3月8日）,25,岡本茂
10783,平成16年 第1回定例会（第2日3月8日）,26,福井浩二
10784,平成16年 第1回定例会（第2日3月8日）,27,池下節夫
10785,平成16年 第1回定例会（第2日3月8日）,28,根来勝利
10786,平成16年 第1回定例会（第2日3月8日）,29,大川肇
10787,平成16年 第1回定例会（第2日3月8日）,30,岡本嗣郎
10788,平成16年 第1回定例会（第2日3月8日）,31,小野貞雄
10789,平成16年 第1回定例会（第2日3月8日）,32,源久忠仁
10790,平成16年 第1回定例会（第2日3月8日）,33,新家末吉
10791,平成16年 第1回定例会（第2日3月8日）,34,久保隆夫
10792,平成16年 第1回定例会（第2日3月8日）,35,段野啓三
10793,平成16年 第1回定例会（第2日3月8日）,36,須磨章
10794,平成16年 第1回定例会（第3日3月9日）,1,吉田稔弘
10795,平成16年 第1回定例会（第3日3月9日）,2,灰垣和美
10796,平成16年 第1回定例会（第3日3月9日）,3,奥田美智子
10797,平成16年 第1回定例会（第3日3月9日）,4,橋本紀子
10798,平成16年 第1回定例会（第3日3月9日）,5,杉本久
10799,平成16年 第1回定例会（第3日3月9日）,6,山口重雄
10800,平成16年 第1回定例会（第3日3月9日）,7,岡田みどり
10801,平成16年 第1回定例会（第3日3月9日）,8,野々上愛
10802,平成16年 第1回定例会（第3日3月9日）,9,松川泰樹
10803,平成16年 第1回定例会（第3日3月9日）,10,森田充二
10804,平成16年 第1回定例会（第3日3月9日）,11,三本登
10805,平成16年 第1回定例会（第3日3月9日）,12,林啓二
10806,平成16年 第1回定例会（第3日3月9日）,13,藤田頼夫
10807,平成16年 第1回定例会（第3日3月9日）,14,久保隆
10808,平成16年 第1回定例会（第3日3月9日）,15,中浜実
10809,平成16年 第1回定例会（第3日3月9日）,16,勝原和久
10810,平成16年 第1回定例会（第3日3月9日）,17,橋本恵美子
10811,平成16年 第1回定例会（第3日3月9日）,18,中村玲子
10812,平成16年 第1回定例会（第3日3月9日）,19,二木洋子
10813,平成16年 第1回定例会（第3日3月9日）,20,小西弘泰
10814,平成16年 第1回定例会（第3日3月9日）,21,角芳春
10815,平成16年 第1回定例会（第3日3月9日）,22,岩為俊
10816,平成16年 第1回定例会（第3日3月9日）,23,稲垣芳広
10817,平成16年 第1回定例会（第3日3月9日）,24,川口雅夫
10818,平成16年 第1回定例会（第3日3月9日）,25,岡本茂
10819,平成16年 第1回定例会（第3日3月9日）,26,福井浩二
10820,平成16年 第1回定例会（第3日3月9日）,27,池下節夫
10821,平成16年 第1回定例会（第3日3月9日）,28,根来勝利
10822,平成16年 第1回定例会（第3日3月9日）,29,大川肇
10823,平成16年 第1回定例会（第3日3月9日）,30,岡本嗣郎
10824,平成16年 第1回定例会（第3日3月9日）,31,小野貞雄
10825,平成16年 第1回定例会（第3日3月9日）,32,源久忠仁
10826,平成16年 第1回定例会（第3日3月9日）,33,新家末吉
10827,平成16年 第1回定例会（第3日3月9日）,34,久保隆夫
10828,平成16年 第1回定例会（第3日3月9日）,35,段野啓三
10829,平成16年 第1回定例会（第3日3月9日）,36,須磨章
10830,平成16年 第1回定例会（第4日3月10日）,1,吉田稔弘
10831,平成16年 第1回定例会（第4日3月10日）,2,灰垣和美
10832,平成16年 第1回定例会（第4日3月10日）,3,奥田美智子
10833,平成16年 第1回定例会（第4日3月10日）,4,橋本紀子
10834,平成16年 第1回定例会（第4日3月10日）,5,杉本久
10835,平成16年 第1回定例会（第4日3月10日）,6,山口重雄
10836,平成16年 第1回定例会（第4日3月10日）,7,岡田みどり
10837,平成16年 第1回定例会（第4日3月10日）,8,野々上愛
10838,平成16年 第1回定例会（第4日3月10日）,9,松川泰樹
10839,平成16年 第1回定例会（第4日3月10日）,10,森田充二
10840,平成16年 第1回定例会（第4日3月10日）,11,三本登
10841,平成16年 第1回定例会（第4日3月10日）,12,林啓二
10842,平成16年 第1回定例会（第4日3月10日）,13,藤田頼夫
10843,平成16年 第1回定例会（第4日3月10日）,14,久保隆
10844,平成16年 第1回定例会（第4日3月10日）,15,中浜実
10845,平成16年 第1回定例会（第4日3月10日）,16,勝原和久
10846,平成16年 第1回定例会（第4日3月10日）,17,橋本恵美子
10847,平成16年 第1回定例会（第4日3月10日）,18,中村玲子
10848,平成16年 第1回定例会（第4日3月10日）,19,二木洋子
10849,平成16年 第1回定例会（第4日3月10日）,20,小西弘泰
10850,平成16年 第1回定例会（第4日3月10日）,21,角芳春
10851,平成16年 第1回定例会（第4日3月10日）,22,岩為俊
10852,平成16年 第1回定例会（第4日3月10日）,23,稲垣芳広
10853,平成16年 第1回定例会（第4日3月10日）,24,川口雅夫
10854,平成16年 第1回定例会（第4日3月10日）,25,岡本茂
10855,平成16年 第1回定例会（第4日3月10日）,26,福井浩二
10856,平成16年 第1回定例会（第4日3月10日）,27,池下節夫
10857,平成16年 第1回定例会（第4日3月10日）,28,根来勝利
10858,平成16年 第1回定例会（第4日3月10日）,29,大川肇
10859,平成16年 第1回定例会（第4日3月10日）,30,岡本嗣郎
10860,平成16年 第1回定例会（第4日3月10日）,32,源久忠仁
10861,平成16年 第1回定例会（第4日3月10日）,33,新家末吉
10862,平成16年 第1回定例会（第4日3月10日）,34,久保隆夫
10863,平成16年 第1回定例会（第4日3月10日）,35,段野啓三
10864,平成16年 第1回定例会（第4日3月10日）,36,須磨章
10865,平成16年 第1回定例会（第5日3月25日）,1,吉田稔弘
10866,平成16年 第1回定例会（第5日3月25日）,2,灰垣和美
10867,平成16年 第1回定例会（第5日3月25日）,3,奥田美智子
10868,平成16年 第1回定例会（第5日3月25日）,4,橋本紀子
10869,平成16年 第1回定例会（第5日3月25日）,5,杉本久
10870,平成16年 第1回定例会（第5日3月25日）,6,山口重雄
10871,平成16年 第1回定例会（第5日3月25日）,7,岡田みどり
10872,平成16年 第1回定例会（第5日3月25日）,8,野々上愛
10873,平成16年 第1回定例会（第5日3月25日）,9,松川泰樹
10874,平成16年 第1回定例会（第5日3月25日）,10,森田充二
10875,平成16年 第1回定例会（第5日3月25日）,11,三本登
10876,平成16年 第1回定例会（第5日3月25日）,12,林啓二
10877,平成16年 第1回定例会（第5日3月25日）,13,藤田頼夫
10878,平成16年 第1回定例会（第5日3月25日）,14,久保隆
10879,平成16年 第1回定例会（第5日3月25日）,15,中浜実
10880,平成16年 第1回定例会（第5日3月25日）,16,勝原和久
10881,平成16年 第1回定例会（第5日3月25日）,17,橋本恵美子
10882,平成16年 第1回定例会（第5日3月25日）,18,中村玲子
10883,平成16年 第1回定例会（第5日3月25日）,19,二木洋子
10884,平成16年 第1回定例会（第5日3月25日）,20,小西弘泰
10885,平成16年 第1回定例会（第5日3月25日）,21,角芳春
10886,平成16年 第1回定例会（第5日3月25日）,22,岩為俊
10887,平成16年 第1回定例会（第5日3月25日）,23,稲垣芳広
10888,平成16年 第1回定例会（第5日3月25日）,24,川口雅夫
10889,平成16年 第1回定例会（第5日3月25日）,25,岡本茂
10890,平成16年 第1回定例会（第5日3月25日）,26,福井浩二
10891,平成16年 第1回定例会（第5日3月25日）,27,池下節夫
10892,平成16年 第1回定例会（第5日3月25日）,28,根来勝利
10893,平成16年 第1回定例会（第5日3月25日）,29,大川肇
10894,平成16年 第1回定例会（第5日3月25日）,30,岡本嗣郎
10895,平成16年 第1回定例会（第5日3月25日）,31,小野貞雄
10896,平成16年 第1回定例会（第5日3月25日）,32,源久忠仁
10897,平成16年 第1回定例会（第5日3月25日）,33,新家末吉
10898,平成16年 第1回定例会（第5日3月25日）,34,久保隆夫
10899,平成16年 第1回定例会（第5日3月25日）,35,段野啓三
10900,平成16年 第1回定例会（第5日3月25日）,36,須磨章
10901,平成16年 第1回定例会（第6日3月26日）,1,吉田稔弘
10902,平成16年 第1回定例会（第6日3月26日）,2,灰垣和美
10903,平成16年 第1回定例会（第6日3月26日）,3,奥田美智子
10904,平成16年 第1回定例会（第6日3月26日）,4,橋本紀子
10905,平成16年 第1回定例会（第6日3月26日）,5,杉本久
10906,平成16年 第1回定例会（第6日3月26日）,6,山口重雄
10907,平成16年 第1回定例会（第6日3月26日）,7,岡田みどり
10908,平成16年 第1回定例会（第6日3月26日）,8,野々上愛
10909,平成16年 第1回定例会（第6日3月26日）,9,松川泰樹
10910,平成16年 第1回定例会（第6日3月26日）,10,森田充二
10911,平成16年 第1回定例会（第6日3月26日）,11,三本登
10912,平成16年 第1回定例会（第6日3月26日）,12,林啓二
10913,平成16年 第1回定例会（第6日3月26日）,13,藤田頼夫
10914,平成16年 第1回定例会（第6日3月26日）,14,久保隆
10915,平成16年 第1回定例会（第6日3月26日）,15,中浜実
10916,平成16年 第1回定例会（第6日3月26日）,16,勝原和久
10917,平成16年 第1回定例会（第6日3月26日）,17,橋本恵美子
10918,平成16年 第1回定例会（第6日3月26日）,18,中村玲子
10919,平成16年 第1回定例会（第6日3月26日）,19,二木洋子
10920,平成16年 第1回定例会（第6日3月26日）,20,小西弘泰
10921,平成16年 第1回定例会（第6日3月26日）,21,角芳春
10922,平成16年 第1回定例会（第6日3月26日）,22,岩為俊
10923,平成16年 第1回定例会（第6日3月26日）,23,稲垣芳広
10924,平成16年 第1回定例会（第6日3月26日）,24,川口雅夫
10925,平成16年 第1回定例会（第6日3月26日）,25,岡本茂
10926,平成16年 第1回定例会（第6日3月26日）,26,福井浩二
10927,平成16年 第1回定例会（第6日3月26日）,27,池下節夫
10928,平成16年 第1回定例会（第6日3月26日）,28,根来勝利
10929,平成16年 第1回定例会（第6日3月26日）,29,大川肇
10930,平成16年 第1回定例会（第6日3月26日）,30,岡本嗣郎
10931,平成16年 第1回定例会（第6日3月26日）,31,小野貞雄
10932,平成16年 第1回定例会（第6日3月26日）,32,源久忠仁
10933,平成16年 第1回定例会（第6日3月26日）,33,新家末吉
10934,平成16年 第1回定例会（第6日3月26日）,34,久保隆夫
10935,平成16年 第1回定例会（第6日3月26日）,35,段野啓三
10936,平成16年 第1回定例会（第6日3月26日）,36,須磨章
10937,平成16年 第2回臨時会（第1日5月17日）,1,吉田稔弘
10938,平成16年 第2回臨時会（第1日5月17日）,2,灰垣和美
10939,平成16年 第2回臨時会（第1日5月17日）,3,奥田美智子
10940,平成16年 第2回臨時会（第1日5月17日）,4,橋本紀子
10941,平成16年 第2回臨時会（第1日5月17日）,5,杉本久
10942,平成16年 第2回臨時会（第1日5月17日）,6,山口重雄
10943,平成16年 第2回臨時会（第1日5月17日）,7,岡田みどり
10944,平成16年 第2回臨時会（第1日5月17日）,8,野々上愛
10945,平成16年 第2回臨時会（第1日5月17日）,9,松川泰樹
10946,平成16年 第2回臨時会（第1日5月17日）,10,森田充二
10947,平成16年 第2回臨時会（第1日5月17日）,11,三本登
10948,平成16年 第2回臨時会（第1日5月17日）,12,林啓二
10949,平成16年 第2回臨時会（第1日5月17日）,13,藤田頼夫
10950,平成16年 第2回臨時会（第1日5月17日）,14,久保隆
10951,平成16年 第2回臨時会（第1日5月17日）,15,中浜実
10952,平成16年 第2回臨時会（第1日5月17日）,16,勝原和久
10953,平成16年 第2回臨時会（第1日5月17日）,17,橋本恵美子
10954,平成16年 第2回臨時会（第1日5月17日）,18,中村玲子
10955,平成16年 第2回臨時会（第1日5月17日）,19,二木洋子
10956,平成16年 第2回臨時会（第1日5月17日）,20,小西弘泰
10957,平成16年 第2回臨時会（第1日5月17日）,21,角芳春
10958,平成16年 第2回臨時会（第1日5月17日）,22,岩為俊
10959,平成16年 第2回臨時会（第1日5月17日）,23,稲垣芳広
10960,平成16年 第2回臨時会（第1日5月17日）,24,川口雅夫
10961,平成16年 第2回臨時会（第1日5月17日）,25,岡本茂
10962,平成16年 第2回臨時会（第1日5月17日）,26,福井浩二
10963,平成16年 第2回臨時会（第1日5月17日）,27,池下節夫
10964,平成16年 第2回臨時会（第1日5月17日）,28,根来勝利
10965,平成16年 第2回臨時会（第1日5月17日）,29,大川肇
10966,平成16年 第2回臨時会（第1日5月17日）,30,岡本嗣郎
10967,平成16年 第2回臨時会（第1日5月17日）,31,小野貞雄
10968,平成16年 第2回臨時会（第1日5月17日）,32,源久忠仁
10969,平成16年 第2回臨時会（第1日5月17日）,33,新家末吉
10970,平成16年 第2回臨時会（第1日5月17日）,34,久保隆夫
10971,平成16年 第2回臨時会（第1日5月17日）,35,段野啓三
10972,平成16年 第2回臨時会（第1日5月17日）,36,須磨章
10973,平成16年 第2回臨時会（第2日5月19日）,1,吉田稔弘
10974,平成16年 第2回臨時会（第2日5月19日）,2,灰垣和美
10975,平成16年 第2回臨時会（第2日5月19日）,3,奥田美智子
10976,平成16年 第2回臨時会（第2日5月19日）,4,橋本紀子
10977,平成16年 第2回臨時会（第2日5月19日）,5,杉本久
10978,平成16年 第2回臨時会（第2日5月19日）,6,山口重雄
10979,平成16年 第2回臨時会（第2日5月19日）,7,岡田みどり
